판매일,EA,주소,시도,시군,구,기온,상품명_cleaned,제로구분,년월
2024-01-02,24,경상남도 창원시 마산합포구 진동면 덕곡덕기길,경상남도,창원시,마산합포구,7.1,코카콜라제로,제로,2024-01
2024-01-02,30,경상남도 창원시 마산합포구 진동면 덕곡덕기길,경상남도,창원시,마산합포구,7.1,환타파인,일반,2024-01
2024-01-03,24,경상남도 창원시 진해구 대야남로,경상남도,창원시,진해구,4.5,칠성사이다,일반,2024-01
2024-01-03,12,경상남도 창원시 의창구 무역로,경상남도,창원시,의창구,4.5,칠성사이다,일반,2024-01
2024-01-03,72,경상남도 창원시 마산합포구 3·15대로,경상남도,창원시,마산합포구,4.5,칠성사이다,일반,2024-01
2024-01-03,24,경상남도 창원시 마산합포구 3·15대로,경상남도,창원시,마산합포구,4.5,코카콜라,일반,2024-01
2024-01-03,24,경상남도 창원시 의창구 우곡로,경상남도,창원시,의창구,4.5,코카콜라,일반,2024-01
2024-01-03,20,경상남도 창원시 진해구 여명로,경상남도,창원시,진해구,4.5,칠성사이다,일반,2024-01
2024-01-03,30,경상남도 창원시 의창구 사림로,경상남도,창원시,의창구,4.5,맥콜,일반,2024-01
2024-01-03,120,경상남도 창원시 마산회원구 구암서1길,경상남도,창원시,마산회원구,4.5,칠성사이다,일반,2024-01
2024-01-03,12,경상남도 창원시 진해구 만금로,경상남도,창원시,진해구,4.5,펩시콜라,일반,2024-01
2024-01-03,1,경상남도 창원시 의창구 사화로,경상남도,창원시,의창구,4.5,코카콜라,일반,2024-01
2024-01-03,12,경상남도 창원시 마산회원구 내서읍 중리상곡로,경상남도,창원시,마산회원구,4.5,펩시콜라,일반,2024-01
2024-01-03,24,경상남도 창원시 성산구 단정로,경상남도,창원시,성산구,4.5,코카콜라제로,제로,2024-01
2024-01-03,1,경상남도 창원시 의창구 용지로,경상남도,창원시,의창구,4.5,칠성사이다,일반,2024-01
2024-01-03,24,경상남도 창원시 진해구 병암북로3번길,경상남도,창원시,진해구,4.5,칠성사이다,일반,2024-01
2024-01-03,24,경상남도 창원시 진해구 병암북로3번길,경상남도,창원시,진해구,4.5,환타오렌지,일반,2024-01
2024-01-03,48,경상남도 창원시 진해구 냉천로,경상남도,창원시,진해구,4.5,칠성사이다,일반,2024-01
2024-01-03,12,경상남도 창원시 진해구 냉천로,경상남도,창원시,진해구,4.5,코카콜라,일반,2024-01
2024-01-03,48,경상남도 창원시 진해구 냉천로,경상남도,창원시,진해구,4.5,코카콜라,일반,2024-01
2024-01-03,1,경상남도 창원시 마산합포구 3·15대로,경상남도,창원시,마산합포구,4.5,칠성사이다,일반,2024-01
2024-01-03,24,경상남도 창원시 마산합포구 3·15대로,경상남도,창원시,마산합포구,4.5,코카콜라,일반,2024-01
2024-01-04,12,경상남도 창원시 의창구 원이대로,경상남도,창원시,의창구,3.1,칠성사이다,일반,2024-01
2024-01-04,12,경상남도 창원시 성산구 단정로,경상남도,창원시,성산구,3.1,환타오렌지,일반,2024-01
2024-01-04,72,경상남도 창원시 진해구 경화로,경상남도,창원시,진해구,3.1,칠성사이다,일반,2024-01
2024-01-04,-72,경상남도 창원시 진해구 경화로,경상남도,창원시,진해구,3.1,칠성사이다,일반,2024-01
2024-01-04,72,경상남도 창원시 마산합포구 3·15대로,경상남도,창원시,마산합포구,3.1,칠성사이다,일반,2024-01
2024-01-04,-72,경상남도 창원시 마산합포구 3·15대로,경상남도,창원시,마산합포구,3.1,칠성사이다,일반,2024-01
2024-01-04,-24,경상남도 창원시 마산합포구 3·15대로,경상남도,창원시,마산합포구,3.1,코카콜라,일반,2024-01
2024-01-04,24,경상남도 창원시 마산합포구 3·15대로,경상남도,창원시,마산합포구,3.1,코카콜라,일반,2024-01
2024-01-04,-12,경상남도 창원시 마산회원구 내서읍 경남대로,경상남도,창원시,마산회원구,3.1,펩시콜라,일반,2024-01
2024-01-04,12,경상남도 창원시 마산회원구 내서읍 경남대로,경상남도,창원시,마산회원구,3.1,펩시콜라,일반,2024-01
2024-01-04,12,경상남도 창원시 마산회원구 내서읍 경남대로,경상남도,창원시,마산회원구,3.1,펩시콜라,일반,2024-01
2024-01-04,48,경상남도 창원시 마산합포구 3·15대로,경상남도,창원시,마산합포구,3.1,코카콜라,일반,2024-01
2024-01-04,24,경상남도 창원시 마산회원구 팔용로,경상남도,창원시,마산회원구,3.1,코카콜라,일반,2024-01
2024-01-04,24,경상남도 창원시 마산회원구 팔용로,경상남도,창원시,마산회원구,3.1,코카콜라,일반,2024-01
2024-01-04,-24,경상남도 창원시 마산회원구 팔용로,경상남도,창원시,마산회원구,3.1,코카콜라,일반,2024-01
2024-01-04,30,경상남도 창원시 의창구 원이대로,경상남도,창원시,의창구,3.1,맥콜,일반,2024-01
2024-01-04,12,경상남도 창원시 의창구 명서로,경상남도,창원시,의창구,3.1,맥콜,일반,2024-01
2024-01-04,24,경상남도 창원시 진해구 용원남로,경상남도,창원시,진해구,3.1,몬스터에너지제로슈거,제로,2024-01
2024-01-04,12,경상남도 창원시 진해구 용원남로,경상남도,창원시,진해구,3.1,펩시콜라,일반,2024-01
2024-01-04,12,경상남도 창원시 진해구 용원남로,경상남도,창원시,진해구,3.1,코카콜라,일반,2024-01
2024-01-04,30,경상남도 창원시 진해구 용원남로,경상남도,창원시,진해구,3.1,코카콜라,일반,2024-01
2024-01-04,144,경상남도 창원시 의창구 무역로,경상남도,창원시,의창구,3.1,코카콜라제로,제로,2024-01
2024-01-05,30,경상남도 창원시 성산구 연덕로,경상남도,창원시,성산구,6.5,칠성사이다,일반,2024-01
2024-01-05,30,경상남도 창원시 성산구 연덕로,경상남도,창원시,성산구,6.5,코카콜라,일반,2024-01
2024-01-05,30,경상남도 창원시 성산구 연덕로,경상남도,창원시,성산구,6.5,환타파인,일반,2024-01
2024-01-05,30,경상남도 창원시 성산구 연덕로,경상남도,창원시,성산구,6.5,데미소다청포도,일반,2024-01
2024-01-05,30,경상남도 창원시 의창구 서상로12번길,경상남도,창원시,의창구,6.5,맥콜,일반,2024-01
2024-01-05,30,경상남도 창원시 의창구 서상로12번길,경상남도,창원시,의창구,6.5,맥콜,일반,2024-01
2024-01-05,-30,경상남도 창원시 의창구 서상로12번길,경상남도,창원시,의창구,6.5,맥콜,일반,2024-01
2024-01-05,-24,경상남도 창원시 의창구 서상로12번길,경상남도,창원시,의창구,6.5,코카콜라,일반,2024-01
2024-01-05,24,경상남도 창원시 의창구 서상로12번길,경상남도,창원시,의창구,6.5,코카콜라,일반,2024-01
2024-01-05,24,경상남도 창원시 의창구 서상로12번길,경상남도,창원시,의창구,6.5,코카콜라,일반,2024-01
2024-01-05,30,경상남도 창원시 의창구 서상로12번길,경상남도,창원시,의창구,6.5,코카콜라,일반,2024-01
2024-01-05,30,경상남도 창원시 의창구 서상로12번길,경상남도,창원시,의창구,6.5,코카콜라,일반,2024-01
2024-01-05,-30,경상남도 창원시 의창구 서상로12번길,경상남도,창원시,의창구,6.5,코카콜라,일반,2024-01
2024-01-05,-24,경상남도 창원시 의창구 서상로12번길,경상남도,창원시,의창구,6.5,코카콜라,일반,2024-01
2024-01-05,24,경상남도 창원시 의창구 서상로12번길,경상남도,창원시,의창구,6.5,코카콜라,일반,2024-01
2024-01-05,24,경상남도 창원시 의창구 서상로12번길,경상남도,창원시,의창구,6.5,코카콜라,일반,2024-01
2024-01-05,-30,경상남도 창원시 의창구 서상로12번길,경상남도,창원시,의창구,6.5,환타오렌지,일반,2024-01
2024-01-05,30,경상남도 창원시 의창구 서상로12번길,경상남도,창원시,의창구,6.5,환타오렌지,일반,2024-01
2024-01-05,30,경상남도 창원시 의창구 서상로12번길,경상남도,창원시,의창구,6.5,환타오렌지,일반,2024-01
2024-01-05,30,경상남도 창원시 의창구 서상로12번길,경상남도,창원시,의창구,6.5,데미소다애플,일반,2024-01
2024-01-05,30,경상남도 창원시 의창구 서상로12번길,경상남도,창원시,의창구,6.5,데미소다애플,일반,2024-01
2024-01-05,-30,경상남도 창원시 의창구 서상로12번길,경상남도,창원시,의창구,6.5,데미소다애플,일반,2024-01
2024-01-05,24,경상남도 창원시 마산합포구 교방동1길,경상남도,창원시,마산합포구,6.5,코카콜라,일반,2024-01
2024-01-05,12,경상남도 창원시 의창구 동읍 동읍로,경상남도,창원시,의창구,6.5,코카콜라,일반,2024-01
2024-01-05,60,경상남도 창원시 의창구 차상로150번길,경상남도,창원시,의창구,6.5,펩시제로슈거라임향,제로,2024-01
2024-01-05,1,경상남도 창원시 의창구 사림로,경상남도,창원시,의창구,6.5,스프라이트,일반,2024-01
2024-01-05,12,경상남도 창원시 의창구 무역로,경상남도,창원시,의창구,6.5,코카콜라제로,제로,2024-01
2024-01-05,24,경상남도 창원시 의창구 명서로,경상남도,창원시,의창구,6.5,환타오렌지,일반,2024-01
2024-01-05,-24,경상남도 창원시 의창구 명서로,경상남도,창원시,의창구,6.5,환타오렌지,일반,2024-01
2024-01-05,24,경상남도 창원시 의창구 명서로,경상남도,창원시,의창구,6.5,환타파인,일반,2024-01
2024-01-05,-24,경상남도 창원시 진해구 인사로,경상남도,창원시,진해구,6.5,칠성사이다,일반,2024-01
2024-01-05,-72,경상남도 창원시 진해구 인사로,경상남도,창원시,진해구,6.5,칠성사이다,일반,2024-01
2024-01-05,-24,경상남도 창원시 진해구 인사로,경상남도,창원시,진해구,6.5,칠성사이다,일반,2024-01
2024-01-05,24,경상남도 창원시 진해구 인사로,경상남도,창원시,진해구,6.5,칠성사이다,일반,2024-01
2024-01-05,72,경상남도 창원시 진해구 인사로,경상남도,창원시,진해구,6.5,칠성사이다,일반,2024-01
2024-01-05,72,경상남도 창원시 진해구 인사로,경상남도,창원시,진해구,6.5,칠성사이다,일반,2024-01
2024-01-05,24,경상남도 창원시 진해구 인사로,경상남도,창원시,진해구,6.5,칠성사이다,일반,2024-01
2024-01-05,30,경상남도 창원시 마산합포구 3·15대로,경상남도,창원시,마산합포구,6.5,코카콜라,일반,2024-01
2024-01-05,30,경상남도 창원시 의창구 차상로150번길,경상남도,창원시,의창구,6.5,코카콜라,일반,2024-01
2024-01-05,30,경상남도 창원시 의창구 차상로150번길,경상남도,창원시,의창구,6.5,코카콜라제로,제로,2024-01
2024-01-05,30,경상남도 창원시 마산회원구 3·15대로,경상남도,창원시,마산회원구,6.5,코카콜라,일반,2024-01
2024-01-06,30,경상남도 창원시 의창구 서상로,경상남도,창원시,의창구,5.2,코카콜라제로,제로,2024-01
2024-01-06,12,경상남도 창원시 진해구 여명로,경상남도,창원시,진해구,5.2,코카콜라제로,제로,2024-01
2024-01-06,12,경상남도 창원시 마산합포구 3·15대로,경상남도,창원시,마산합포구,5.2,코카콜라,일반,2024-01
2024-01-06,60,경상남도 창원시 마산회원구 북성로,경상남도,창원시,마산회원구,5.2,코카콜라제로,제로,2024-01
2024-01-06,12,경상남도 창원시 마산회원구 구암북11길,경상남도,창원시,마산회원구,5.2,코카콜라제로,제로,2024-01
2024-01-06,30,경상남도 창원시 의창구 사화로,경상남도,창원시,의창구,5.2,칠성사이다,일반,2024-01
2024-01-06,30,경상남도 창원시 마산합포구 교방남1길,경상남도,창원시,마산합포구,5.2,맥콜,일반,2024-01
2024-01-06,20,경상남도 창원시 마산합포구 교방남1길,경상남도,창원시,마산합포구,5.2,칠성사이다,일반,2024-01
2024-01-06,24,경상남도 창원시 마산합포구 교방남1길,경상남도,창원시,마산합포구,5.2,코카콜라,일반,2024-01
2024-01-08,24,경상남도 창원시 의창구 남산로115번길,경상남도,창원시,의창구,-1.2,코카콜라,일반,2024-01
2024-01-08,24,경상남도 창원시 성산구 외동반림로126번길,경상남도,창원시,성산구,-1.2,코카콜라,일반,2024-01
2024-01-08,24,경상남도 창원시 진해구 경화로,경상남도,창원시,진해구,-1.2,코카콜라제로,제로,2024-01
2024-01-08,24,경상남도 창원시 의창구 읍성로,경상남도,창원시,의창구,-1.2,코카콜라제로,제로,2024-01
2024-01-08,12,경상남도 창원시 마산회원구 봉암북15길,경상남도,창원시,마산회원구,-1.2,펩시제로슈거,제로,2024-01
2024-01-08,180,경상남도 창원시 마산회원구 봉암북15길,경상남도,창원시,마산회원구,-1.2,코카콜라,일반,2024-01
2024-01-08,30,경상남도 창원시 성산구 단정로,경상남도,창원시,성산구,-1.2,코카콜라,일반,2024-01
2024-01-08,24,경상남도 창원시 의창구 동읍 동읍로,경상남도,창원시,의창구,-1.2,코카콜라,일반,2024-01
2024-01-08,24,경상남도 창원시 마산회원구 북성로,경상남도,창원시,마산회원구,-1.2,칠성사이다,일반,2024-01
2024-01-08,24,경상남도 창원시 마산회원구 북성로,경상남도,창원시,마산회원구,-1.2,코카콜라,일반,2024-01
2024-01-08,36,경상남도 창원시 마산회원구 북성로,경상남도,창원시,마산회원구,-1.2,코카콜라제로,제로,2024-01
2024-01-08,12,경상남도 창원시 마산합포구 복요리로,경상남도,창원시,마산합포구,-1.2,펩시콜라,일반,2024-01
2024-01-08,80,경상남도 창원시 마산합포구 복요리로,경상남도,창원시,마산합포구,-1.2,코카콜라,일반,2024-01
2024-01-08,30,경상남도 창원시 성산구 가양로,경상남도,창원시,성산구,-1.2,맥콜,일반,2024-01
2024-01-08,1,경상남도 창원시 의창구 사화로,경상남도,창원시,의창구,-1.2,코카콜라,일반,2024-01
2024-01-08,12,경상남도 창원시 마산회원구 내서읍 중리상곡로,경상남도,창원시,마산회원구,-1.2,펩시제로슈거,제로,2024-01
2024-01-08,30,경상남도 창원시 마산회원구 내서읍 중리상곡로,경상남도,창원시,마산회원구,-1.2,코카콜라,일반,2024-01
2024-01-08,24,경상남도 창원시 마산회원구 내서읍 중리상곡로,경상남도,창원시,마산회원구,-1.2,코카콜라제로,제로,2024-01
2024-01-08,36,경상남도 창원시 마산회원구 내서읍 구미길,경상남도,창원시,마산회원구,-1.2,코카콜라제로,제로,2024-01
2024-01-08,12,경상남도 창원시 성산구 가음정로,경상남도,창원시,성산구,-1.2,맥콜,일반,2024-01
2024-01-08,12,경상남도 창원시 성산구 가음정로,경상남도,창원시,성산구,-1.2,칠성사이다,일반,2024-01
2024-01-08,36,경상남도 창원시 성산구 가음정로,경상남도,창원시,성산구,-1.2,코카콜라제로,제로,2024-01
2024-01-08,24,경상남도 창원시 마산합포구 고운로,경상남도,창원시,마산합포구,-1.2,코카콜라제로,제로,2024-01
2024-01-08,12,경상남도 창원시 진해구 인사로,경상남도,창원시,진해구,-1.2,펩시제로슈거,제로,2024-01
2024-01-08,900,경상남도 창원시 성산구 연덕로,경상남도,창원시,성산구,-1.2,코카콜라,일반,2024-01
2024-01-08,36,경상남도 창원시 성산구 반송로,경상남도,창원시,성산구,-1.2,코카콜라제로,제로,2024-01
2024-01-08,60,경상남도 창원시 성산구 공단로474번길,경상남도,창원시,성산구,-1.2,코카콜라,일반,2024-01
2024-01-09,60,경상남도 창원시 의창구 북면 동전로,경상남도,창원시,의창구,1.0,코카콜라,일반,2024-01
2024-01-09,60,경상남도 창원시 의창구 북면 동전로,경상남도,창원시,의창구,1.0,코카콜라,일반,2024-01
2024-01-09,-60,경상남도 창원시 의창구 북면 동전로,경상남도,창원시,의창구,1.0,코카콜라,일반,2024-01
2024-01-09,24,경상남도 창원시 진해구 경화로,경상남도,창원시,진해구,1.0,코카콜라제로,제로,2024-01
2024-01-09,-24,경상남도 창원시 진해구 경화로,경상남도,창원시,진해구,1.0,코카콜라제로,제로,2024-01
2024-01-09,12,경상남도 창원시 마산회원구 봉암북15길,경상남도,창원시,마산회원구,1.0,펩시제로슈거,제로,2024-01
2024-01-09,-12,경상남도 창원시 마산회원구 봉암북15길,경상남도,창원시,마산회원구,1.0,펩시제로슈거,제로,2024-01
2024-01-09,180,경상남도 창원시 마산회원구 봉암북15길,경상남도,창원시,마산회원구,1.0,코카콜라,일반,2024-01
2024-01-09,-180,경상남도 창원시 마산회원구 봉암북15길,경상남도,창원시,마산회원구,1.0,코카콜라,일반,2024-01
2024-01-09,12,경상남도 창원시 마산합포구 교방동1길,경상남도,창원시,마산합포구,1.0,코카콜라제로,제로,2024-01
2024-01-09,12,경상남도 창원시 마산합포구 교방동1길,경상남도,창원시,마산합포구,1.0,코카콜라제로,제로,2024-01
2024-01-09,-12,경상남도 창원시 마산합포구 교방동1길,경상남도,창원시,마산합포구,1.0,코카콜라제로,제로,2024-01
2024-01-09,12,경상남도 창원시 진해구 대야남로,경상남도,창원시,진해구,1.0,펩시제로슈거,제로,2024-01
2024-01-09,210,경상남도 창원시 성산구 남면로,경상남도,창원시,성산구,1.0,코카콜라,일반,2024-01
2024-01-09,48,경상남도 창원시 마산합포구 3·15대로,경상남도,창원시,마산합포구,1.0,코카콜라,일반,2024-01
2024-01-09,-48,경상남도 창원시 마산합포구 3·15대로,경상남도,창원시,마산합포구,1.0,코카콜라,일반,2024-01
2024-01-09,120,경상남도 창원시 의창구 무역로,경상남도,창원시,의창구,1.0,펩시제로슈거라임향,제로,2024-01
2024-01-09,24,경상남도 창원시 의창구 무역로,경상남도,창원시,의창구,1.0,탐스제로사과키위향,제로,2024-01
2024-01-09,24,경상남도 창원시 의창구 사화로,경상남도,창원시,의창구,1.0,코카콜라,일반,2024-01
2024-01-09,12,경상남도 창원시 마산회원구 3·15대로,경상남도,창원시,마산회원구,1.0,환타오렌지,일반,2024-01
2024-01-09,12,경상남도 창원시 진해구 속천로,경상남도,창원시,진해구,1.0,맥콜,일반,2024-01
2024-01-09,12,경상남도 창원시 의창구 무역로,경상남도,창원시,의창구,1.0,칠성사이다,일반,2024-01
2024-01-09,12,경상남도 창원시 성산구 창원대로,경상남도,창원시,성산구,1.0,칠성사이다,일반,2024-01
2024-01-09,12,경상남도 창원시 성산구 창원대로,경상남도,창원시,성산구,1.0,펩시제로슈거,제로,2024-01
2024-01-09,30,경상남도 창원시 진해구 속천로,경상남도,창원시,진해구,1.0,맥콜,일반,2024-01
2024-01-09,-36,경상남도 창원시 마산회원구 내서읍 구미길,경상남도,창원시,마산회원구,1.0,코카콜라제로,제로,2024-01
2024-01-09,36,경상남도 창원시 마산회원구 내서읍 구미길,경상남도,창원시,마산회원구,1.0,코카콜라제로,제로,2024-01
2024-01-09,12,경상남도 창원시 성산구 가음정로,경상남도,창원시,성산구,1.0,맥콜,일반,2024-01
2024-01-09,-12,경상남도 창원시 성산구 가음정로,경상남도,창원시,성산구,1.0,맥콜,일반,2024-01
2024-01-09,12,경상남도 창원시 성산구 가음정로,경상남도,창원시,성산구,1.0,칠성사이다,일반,2024-01
2024-01-09,-12,경상남도 창원시 성산구 가음정로,경상남도,창원시,성산구,1.0,칠성사이다,일반,2024-01
2024-01-09,36,경상남도 창원시 성산구 가음정로,경상남도,창원시,성산구,1.0,코카콜라제로,제로,2024-01
2024-01-09,-36,경상남도 창원시 성산구 가음정로,경상남도,창원시,성산구,1.0,코카콜라제로,제로,2024-01
2024-01-09,24,경상남도 창원시 의창구 원이대로,경상남도,창원시,의창구,1.0,환타파인,일반,2024-01
2024-01-09,12,경상남도 창원시 마산회원구 내서읍 광려천서로,경상남도,창원시,마산회원구,1.0,칠성사이다,일반,2024-01
2024-01-09,60,경상남도 창원시 마산회원구 내서읍 광려천서로,경상남도,창원시,마산회원구,1.0,코카콜라,일반,2024-01
2024-01-10,12,경상남도 창원시 마산합포구 합포남10길,경상남도,창원시,마산합포구,3.2,펩시제로슈거,제로,2024-01
2024-01-10,24,경상남도 창원시 마산회원구 3·15대로,경상남도,창원시,마산회원구,3.2,코카콜라제로,제로,2024-01
2024-01-10,30,경상남도 창원시 의창구 북면 동전로,경상남도,창원시,의창구,3.2,코카콜라,일반,2024-01
2024-01-10,30,경상남도 창원시 의창구 북면 동전로,경상남도,창원시,의창구,3.2,데미소다애플,일반,2024-01
2024-01-10,48,경상남도 창원시 진해구 대야남로,경상남도,창원시,진해구,3.2,펩시제로슈거,제로,2024-01
2024-01-10,30,경상남도 창원시 의창구 사화로,경상남도,창원시,의창구,3.2,코카콜라,일반,2024-01
2024-01-10,30,경상남도 창원시 의창구 원이대로,경상남도,창원시,의창구,3.2,칠성사이다,일반,2024-01
2024-01-10,30,경상남도 창원시 의창구 원이대로,경상남도,창원시,의창구,3.2,코카콜라,일반,2024-01
2024-01-10,30,경상남도 창원시 의창구 원이대로,경상남도,창원시,의창구,3.2,환타파인,일반,2024-01
2024-01-10,12,경상남도 창원시 마산합포구 산호남로,경상남도,창원시,마산합포구,3.2,코카콜라제로,제로,2024-01
2024-01-10,12,경상남도 창원시 마산합포구 산호남로,경상남도,창원시,마산합포구,3.2,코카콜라제로,제로,2024-01
2024-01-10,-12,경상남도 창원시 마산합포구 산호남로,경상남도,창원시,마산합포구,3.2,코카콜라제로,제로,2024-01
2024-01-10,30,경상남도 창원시 진해구 만금로,경상남도,창원시,진해구,3.2,칠성사이다,일반,2024-01
